Date,Hour,Month,Gender,Age,Nationality,Day
2024-02-22,14,2,F,32,Local,Thursday
2024-02-22,17,2,M,43,Foreigner,Thursday
2024-02-22,16,2,F,37,Local,Thursday
2024-02-22,10,2,M,69,Local,Thursday
2024-02-22,10,2,M,37,Local,Thursday
2024-02-22,11,2,M,54,Local,Thursday
2024-02-22,10,2,M,40,Local,Thursday
2024-02-22,16,2,F,68,Local,Thursday
2024-02-22,15,2,F,39,Local,Thursday
2024-02-22,13,2,M,43,Foreigner,Thursday
2024-02-22,11,2,F,47,Local,Thursday
2024-02-22,11,2,F,48,Local,Thursday
2024-02-22,10,2,F,19,Foreigner,Thursday
2024-02-22,18,2,F,48,Local,Thursday
2024-02-22,12,2,F,55,Local,Thursday
2024-02-22,16,2,M,30,Local,Thursday
2024-02-22,17,2,F,45,Local,Thursday
2024-02-22,13,2,M,70,Local,Thursday
2024-02-22,13,2,M,37,Foreigner,Thursday
2024-02-22,13,2,M,45,Foreigner,Thursday
2024-02-22,17,2,F,22,Local,Thursday
2024-02-22,14,2,F,49,Local,Thursday
2024-02-22,15,2,M,28,Local,Thursday
2024-02-22,10,2,F,50,Foreigner,Thursday
2024-02-22,13,2,M,51,Local,Thursday
2024-02-22,17,2,M,25,Local,Thursday
2024-02-22,15,2,F,38,Local,Thursday
2024-02-22,17,2,M,50,Local,Thursday
2024-02-22,12,2,F,26,Foreigner,Thursday
2024-02-22,18,2,F,22,Foreigner,Thursday
2024-02-22,16,2,M,69,Foreigner,Thursday
2024-02-22,12,2,F,33,Local,Thursday
2024-02-22,11,2,M,44,Local,Thursday
2024-02-22,18,2,F,51,Local,Thursday
2024-02-22,15,2,F,64,Foreigner,Thursday
2024-02-22,14,2,M,56,Foreigner,Thursday
2024-02-22,14,2,F,21,Foreigner,Thursday
2024-02-22,12,2,F,37,Local,Thursday
2024-02-22,10,2,M,47,Foreigner,Thursday
2024-02-22,16,2,F,25,Local,Thursday
2024-02-22,12,2,F,58,Foreigner,Thursday
2024-02-22,18,2,M,56,Local,Thursday
2024-02-22,17,2,M,33,Local,Thursday
2024-02-22,12,2,F,48,Local,Thursday
2024-02-22,16,2,F,58,Foreigner,Thursday
2024-02-22,11,2,M,67,Local,Thursday
2024-02-22,18,2,F,26,Local,Thursday
2024-02-22,16,2,F,32,Local,Thursday
2024-02-22,14,2,M,63,Local,Thursday
2024-02-22,15,2,F,37,Local,Thursday
2024-02-22,18,2,F,32,Local,Thursday
2024-02-22,17,2,F,25,Local,Thursday
2024-02-22,13,2,M,45,Local,Thursday
2024-02-22,17,2,F,27,Local,Thursday
2024-02-22,14,2,F,58,Local,Thursday
2024-02-22,13,2,M,30,Local,Thursday
2024-02-22,14,2,F,36,Local,Thursday
2024-02-22,16,2,F,70,Local,Thursday
2024-02-22,15,2,F,59,Local,Thursday
2024-02-22,17,2,F,63,Local,Thursday
2024-02-22,17,2,M,30,Local,Thursday
2024-02-22,10,2,F,27,Local,Thursday
2024-02-22,15,2,F,25,Local,Thursday
2024-02-22,12,2,M,42,Local,Thursday
2024-02-22,16,2,M,66,Local,Thursday
2024-02-22,18,2,F,23,Local,Thursday
2024-02-22,10,2,M,53,Local,Thursday
2024-02-22,18,2,M,20,Local,Thursday
2024-02-22,17,2,F,38,Local,Thursday
2024-02-22,16,2,F,56,Local,Thursday
2024-02-22,15,2,M,23,Foreigner,Thursday
2024-02-22,16,2,M,35,Local,Thursday
2024-02-22,13,2,M,34,Local,Thursday
2024-02-22,18,2,M,57,Foreigner,Thursday
2024-02-22,12,2,F,21,Local,Thursday
2024-02-22,12,2,F,46,Foreigner,Thursday
2024-02-22,18,2,F,69,Local,Thursday
2024-02-22,16,2,F,22,Local,Thursday
2024-02-22,15,2,F,51,Local,Thursday
2024-02-22,10,2,M,66,Foreigner,Thursday
2024-02-22,14,2,M,65,Foreigner,Thursday
2024-02-22,11,2,M,38,Local,Thursday
2024-02-22,13,2,M,19,Local,Thursday
2024-02-22,16,2,F,23,Local,Thursday
2024-02-22,13,2,M,29,Local,Thursday
2024-02-22,14,2,F,35,Local,Thursday
2024-02-22,16,2,F,42,Local,Thursday
2024-02-22,14,2,F,58,Local,Thursday
2024-02-22,11,2,M,54,Foreigner,Thursday
2024-02-22,18,2,F,40,Local,Thursday
2024-02-22,18,2,M,51,Local,Thursday
2024-02-22,18,2,F,42,Local,Thursday
2024-02-22,12,2,M,28,Local,Thursday
2024-02-22,15,2,F,37,Local,Thursday
2024-02-22,14,2,F,49,Foreigner,Thursday
2024-02-22,16,2,M,56,Local,Thursday
2024-02-22,16,2,M,26,Local,Thursday
2024-02-22,16,2,F,59,Local,Thursday
2024-02-22,10,2,F,59,Local,Thursday
2024-02-22,12,2,M,68,Local,Thursday
2024-02-22,14,2,M,31,Local,Thursday
2024-02-22,11,2,M,61,Local,Thursday
2024-02-22,13,2,F,50,Local,Thursday
2024-02-22,17,2,F,69,Foreigner,Thursday
2024-02-22,18,2,F,53,Local,Thursday
2024-02-22,18,2,M,50,Local,Thursday
2024-02-22,16,2,M,26,Local,Thursday
2024-02-22,15,2,M,51,Foreigner,Thursday
2024-02-22,14,2,F,55,Local,Thursday
2024-02-22,17,2,F,31,Local,Thursday
2024-02-22,13,2,M,30,Local,Thursday
2024-02-22,11,2,F,28,Foreigner,Thursday
2024-02-22,15,2,F,66,Local,Thursday
2024-02-22,16,2,M,65,Foreigner,Thursday
2024-02-22,16,2,F,49,Local,Thursday
2024-02-22,14,2,M,57,Local,Thursday
2024-02-22,13,2,M,64,Local,Thursday
2024-02-22,13,2,F,20,Local,Thursday
2024-02-22,14,2,F,34,Foreigner,Thursday
2024-02-22,14,2,F,63,Local,Thursday
2024-02-22,17,2,F,60,Local,Thursday
2024-02-22,14,2,F,36,Foreigner,Thursday
2024-02-22,14,2,M,57,Foreigner,Thursday
2024-02-22,17,2,M,31,Local,Thursday
2024-02-22,14,2,M,38,Local,Thursday
2024-02-22,12,2,M,69,Local,Thursday
2024-02-22,14,2,F,22,Foreigner,Thursday
2024-02-22,16,2,F,50,Local,Thursday
2024-02-22,15,2,F,39,Local,Thursday
2024-02-22,12,2,M,58,Local,Thursday
2024-02-22,15,2,F,45,Local,Thursday
2024-02-22,11,2,M,66,Local,Thursday
2024-02-22,15,2,F,24,Local,Thursday
2024-02-22,14,2,M,21,Foreigner,Thursday
2024-02-22,17,2,M,31,Local,Thursday
2024-02-22,14,2,F,45,Foreigner,Thursday
2024-02-22,14,2,M,66,Foreigner,Thursday
2024-02-22,15,2,F,25,Local,Thursday
2024-02-22,13,2,M,65,Local,Thursday
2024-02-22,13,2,F,19,Local,Thursday
2024-02-22,10,2,F,67,Local,Thursday
2024-02-22,12,2,M,43,Local,Thursday
2024-02-22,14,2,M,37,Local,Thursday
2024-02-22,18,2,M,44,Local,Thursday
2024-02-22,14,2,F,30,Local,Thursday
2024-02-22,10,2,F,47,Local,Thursday
2024-02-22,10,2,F,46,Local,Thursday
2024-02-22,12,2,M,27,Local,Thursday
2024-02-22,10,2,M,61,Local,Thursday
2024-02-22,18,2,F,52,Local,Thursday
2024-02-22,18,2,M,65,Local,Thursday
2024-02-22,18,2,M,62,Local,Thursday
2024-02-22,17,2,F,43,Local,Thursday
2024-02-22,13,2,M,51,Local,Thursday
2024-02-22,12,2,M,58,Local,Thursday
2024-02-22,13,2,F,27,Local,Thursday
2024-02-22,13,2,M,55,Local,Thursday
2024-02-22,18,2,M,30,Local,Thursday
2024-02-22,12,2,F,34,Local,Thursday
2024-02-22,13,2,M,30,Local,Thursday
2024-02-22,14,2,F,59,Local,Thursday
2024-02-22,10,2,F,36,Local,Thursday
2024-02-22,16,2,F,62,Local,Thursday
2024-02-22,10,2,M,49,Local,Thursday
2024-02-22,14,2,F,67,Local,Thursday
2024-02-22,15,2,M,49,Local,Thursday
2024-02-22,17,2,M,51,Local,Thursday
2024-02-22,18,2,M,51,Local,Thursday
2024-02-22,15,2,M,70,Local,Thursday
2024-02-22,17,2,M,24,Local,Thursday
2024-02-22,13,2,M,35,Local,Thursday
2024-02-22,13,2,F,50,Local,Thursday
2024-02-22,17,2,M,25,Local,Thursday
2024-02-22,14,2,M,31,Local,Thursday
2024-02-22,17,2,M,44,Local,Thursday
2024-02-22,17,2,M,36,Local,Thursday
2024-02-22,11,2,M,28,Foreigner,Thursday
2024-02-22,14,2,M,27,Local,Thursday
2024-02-22,18,2,M,25,Local,Thursday
2024-02-22,11,2,F,66,Local,Thursday
2024-02-22,15,2,F,23,Local,Thursday
2024-02-22,14,2,F,51,Local,Thursday
2024-02-22,16,2,F,70,Foreigner,Thursday
2024-02-22,18,2,M,65,Foreigner,Thursday
2024-02-22,18,2,M,69,Local,Thursday
2024-02-22,14,2,M,47,Local,Thursday
2024-02-22,11,2,M,69,Local,Thursday
2024-02-22,18,2,M,43,Local,Thursday
2024-02-22,13,2,M,48,Foreigner,Thursday
2024-02-22,11,2,M,20,Local,Thursday
2024-02-22,14,2,M,51,Local,Thursday
2024-02-22,12,2,F,29,Local,Thursday
2024-02-22,11,2,F,29,Local,Thursday
2024-02-22,10,2,M,28,Foreigner,Thursday
2024-02-22,17,2,M,58,Local,Thursday
2024-02-22,16,2,M,52,Local,Thursday
2024-02-22,16,2,F,60,Foreigner,Thursday
2024-02-22,14,2,M,48,Local,Thursday
2024-02-22,11,2,F,62,Local,Thursday
2024-02-22,12,2,F,48,Local,Thursday
2024-02-22,11,2,F,43,Local,Thursday
2024-02-22,14,2,F,30,Foreigner,Thursday
2024-02-22,17,2,F,24,Local,Thursday
2024-02-22,10,2,M,51,Local,Thursday
2024-02-22,18,2,F,46,Local,Thursday
2024-02-22,11,2,F,53,Local,Thursday
2024-02-22,14,2,M,52,Foreigner,Thursday
2024-02-22,14,2,F,64,Foreigner,Thursday
2024-02-23,14,2,M,37,Local,Friday
2024-02-23,15,2,M,39,Local,Friday
2024-02-23,14,2,F,38,Local,Friday
2024-02-23,17,2,F,22,Foreigner,Friday
2024-02-23,17,2,F,49,Local,Friday
2024-02-23,12,2,F,39,Local,Friday
2024-02-23,17,2,F,36,Local,Friday
2024-02-23,13,2,F,67,Foreigner,Friday
2024-02-23,11,2,F,35,Local,Friday
2024-02-23,15,2,M,23,Foreigner,Friday
2024-02-23,13,2,M,56,Local,Friday
2024-02-23,13,2,M,34,Local,Friday
2024-02-23,10,2,F,68,Local,Friday
2024-02-23,11,2,M,60,Local,Friday
2024-02-23,15,2,M,69,Local,Friday
2024-02-23,15,2,M,38,Foreigner,Friday
2024-02-23,12,2,F,50,Local,Friday
2024-02-23,16,2,M,27,Local,Friday
2024-02-23,13,2,F,48,Local,Friday
2024-02-23,12,2,M,58,Local,Friday
2024-02-23,17,2,F,38,Local,Friday
2024-02-23,13,2,M,35,Foreigner,Friday
2024-02-23,13,2,F,29,Local,Friday
2024-02-23,17,2,M,48,Local,Friday
2024-02-23,12,2,F,52,Local,Friday
2024-02-23,17,2,M,19,Local,Friday
2024-02-23,13,2,M,68,Local,Friday
2024-02-23,12,2,M,49,Local,Friday
2024-02-23,10,2,F,21,Foreigner,Friday
2024-02-23,14,2,F,29,Local,Friday
2024-02-23,18,2,F,27,Local,Friday
2024-02-23,16,2,M,42,Local,Friday
2024-02-23,14,2,F,51,Foreigner,Friday
2024-02-23,17,2,M,35,Local,Friday
2024-02-23,16,2,M,27,Local,Friday
2024-02-23,11,2,M,62,Local,Friday
2024-02-23,15,2,M,25,Local,Friday
2024-02-23,17,2,F,23,Local,Friday
2024-02-23,15,2,F,68,Local,Friday
2024-02-23,15,2,F,45,Local,Friday
2024-02-23,11,2,F,51,Local,Friday
2024-02-23,10,2,M,41,Local,Friday
2024-02-23,15,2,M,43,Local,Friday
2024-02-23,17,2,F,25,Local,Friday
2024-02-23,11,2,M,20,Local,Friday
2024-02-23,10,2,M,47,Local,Friday
2024-02-23,16,2,M,54,Local,Friday
2024-02-23,11,2,F,37,Local,Friday
2024-02-23,12,2,M,66,Local,Friday
2024-02-23,14,2,F,68,Local,Friday
2024-02-23,12,2,F,41,Foreigner,Friday
2024-02-23,13,2,M,31,Foreigner,Friday
2024-02-23,12,2,M,57,Foreigner,Friday
2024-02-23,13,2,M,48,Local,Friday
2024-02-23,13,2,M,52,Local,Friday
2024-02-23,11,2,M,39,Local,Friday
2024-02-23,11,2,F,39,Local,Friday
2024-02-23,13,2,F,18,Local,Friday
2024-02-23,16,2,M,38,Local,Friday
2024-02-23,18,2,M,56,Local,Friday
2024-02-23,12,2,F,70,Local,Friday
2024-02-23,11,2,M,52,Local,Friday
2024-02-23,17,2,M,60,Local,Friday
2024-02-23,13,2,M,36,Foreigner,Friday
2024-02-23,17,2,F,55,Local,Friday
2024-02-23,14,2,M,59,Local,Friday
2024-02-23,10,2,F,26,Local,Friday
2024-02-23,10,2,M,19,Local,Friday
2024-02-23,18,2,M,57,Foreigner,Friday
2024-02-23,13,2,F,45,Local,Friday
2024-02-23,16,2,M,35,Local,Friday
2024-02-23,18,2,M,62,Local,Friday
2024-02-23,18,2,M,47,Foreigner,Friday
2024-02-23,15,2,M,52,Foreigner,Friday
2024-02-23,18,2,F,28,Local,Friday
2024-02-23,15,2,F,33,Local,Friday
2024-02-23,13,2,M,34,Foreigner,Friday
2024-02-23,12,2,F,19,Local,Friday
2024-02-23,12,2,F,41,Local,Friday
2024-02-23,15,2,M,64,Foreigner,Friday
2024-02-23,15,2,M,25,Local,Friday
2024-02-23,13,2,F,49,Foreigner,Friday
2024-02-23,12,2,M,37,Local,Friday
2024-02-23,11,2,M,70,Local,Friday
2024-02-23,14,2,M,31,Local,Friday
2024-02-23,17,2,M,20,Local,Friday
2024-02-23,11,2,F,46,Local,Friday
2024-02-23,16,2,F,66,Foreigner,Friday
2024-02-23,16,2,M,64,Local,Friday
2024-02-23,11,2,F,59,Local,Friday
2024-02-23,16,2,F,29,Foreigner,Friday
2024-02-23,14,2,F,28,Local,Friday
2024-02-23,14,2,M,33,Local,Friday
2024-02-23,14,2,F,20,Local,Friday
2024-02-23,16,2,F,61,Local,Friday
2024-02-23,13,2,F,63,Foreigner,Friday
2024-02-23,15,2,M,37,Local,Friday
2024-02-23,12,2,M,55,Local,Friday
2024-02-23,12,2,F,66,Local,Friday
2024-02-23,14,2,M,59,Local,Friday
2024-02-23,17,2,F,19,Local,Friday
2024-02-23,16,2,F,50,Local,Friday
2024-02-23,14,2,F,70,Local,Friday
2024-02-23,14,2,F,61,Foreigner,Friday
2024-02-23,13,2,M,69,Local,Friday
2024-02-23,13,2,M,19,Foreigner,Friday
2024-02-23,12,2,F,32,Local,Friday
2024-02-23,13,2,M,69,Local,Friday
2024-02-23,11,2,M,29,Local,Friday
2024-02-23,10,2,F,52,Foreigner,Friday
2024-02-23,12,2,M,44,Local,Friday
2024-02-23,16,2,F,51,Local,Friday
2024-02-23,13,2,F,41,Local,Friday
2024-02-23,17,2,M,34,Local,Friday
2024-02-23,18,2,F,69,Local,Friday
2024-02-23,18,2,F,36,Foreigner,Friday
2024-02-23,12,2,F,41,Local,Friday
2024-02-23,17,2,M,19,Local,Friday
2024-02-23,16,2,F,60,Foreigner,Friday
2024-02-23,12,2,F,46,Local,Friday
2024-02-23,10,2,F,23,Foreigner,Friday
2024-02-23,12,2,F,42,Local,Friday
2024-02-23,13,2,F,66,Foreigner,Friday
2024-02-23,13,2,F,47,Local,Friday
2024-02-23,18,2,M,65,Local,Friday
2024-02-23,12,2,M,36,Local,Friday
2024-02-23,14,2,F,68,Foreigner,Friday
2024-02-23,12,2,M,60,Local,Friday
2024-02-23,12,2,F,66,Foreigner,Friday
2024-02-23,18,2,M,19,Local,Friday
2024-02-23,16,2,M,29,Local,Friday
2024-02-23,17,2,F,45,Local,Friday
2024-02-23,18,2,F,27,Local,Friday
2024-02-23,18,2,F,64,Local,Friday
2024-02-23,16,2,F,63,Local,Friday
2024-02-23,14,2,M,19,Local,Friday
2024-02-23,12,2,M,20,Local,Friday
2024-02-23,14,2,M,46,Local,Friday
2024-02-23,11,2,M,18,Foreigner,Friday
2024-02-23,16,2,F,61,Foreigner,Friday
2024-02-23,15,2,M,58,Local,Friday
2024-02-23,10,2,M,66,Foreigner,Friday
2024-02-23,17,2,F,19,Local,Friday
2024-02-23,17,2,F,32,Local,Friday
2024-02-23,14,2,F,68,Local,Friday
2024-02-23,15,2,M,58,Local,Friday
2024-02-23,15,2,M,65,Local,Friday
2024-02-23,15,2,M,31,Local,Friday
2024-02-23,17,2,M,20,Foreigner,Friday
2024-02-23,15,2,F,35,Local,Friday
2024-02-23,16,2,M,23,Local,Friday
2024-02-23,14,2,F,51,Local,Friday
2024-02-23,13,2,M,66,Foreigner,Friday
2024-02-23,11,2,M,48,Local,Friday
2024-02-23,10,2,M,47,Local,Friday
2024-02-23,16,2,M,65,Local,Friday
2024-02-23,14,2,M,62,Foreigner,Friday
2024-02-23,17,2,M,49,Foreigner,Friday
2024-02-23,11,2,F,43,Local,Friday
2024-02-23,15,2,M,42,Local,Friday
2024-02-23,10,2,M,39,Local,Friday
2024-02-23,13,2,F,56,Local,Friday
2024-02-23,15,2,F,60,Local,Friday
2024-02-23,12,2,M,51,Local,Friday
2024-02-23,15,2,M,69,Local,Friday
2024-02-23,10,2,F,53,Local,Friday
2024-02-23,17,2,M,47,Foreigner,Friday
2024-02-23,18,2,M,67,Foreigner,Friday
2024-02-23,18,2,F,37,Local,Friday
2024-02-23,16,2,M,22,Local,Friday
2024-02-23,12,2,M,31,Foreigner,Friday
2024-02-23,10,2,F,55,Local,Friday
2024-02-23,16,2,F,35,Local,Friday
2024-02-23,12,2,M,48,Local,Friday
2024-02-23,17,2,M,62,Local,Friday
2024-02-23,18,2,M,24,Local,Friday
2024-02-23,12,2,F,33,Local,Friday
2024-02-23,11,2,M,46,Local,Friday
2024-02-23,13,2,F,36,Local,Friday
2024-02-23,12,2,F,27,Local,Friday
2024-02-23,17,2,F,60,Local,Friday
2024-02-23,17,2,F,36,Foreigner,Friday
2024-02-23,11,2,F,18,Local,Friday
2024-02-23,14,2,M,32,Foreigner,Friday
2024-02-23,17,2,F,53,Local,Friday
2024-02-23,11,2,M,69,Foreigner,Friday
2024-02-23,14,2,F,48,Local,Friday
2024-02-23,10,2,F,67,Local,Friday
2024-02-23,17,2,M,18,Local,Friday
2024-02-23,14,2,F,35,Local,Friday
2024-02-23,10,2,F,48,Foreigner,Friday
2024-02-23,18,2,M,32,Local,Friday
2024-02-23,11,2,F,53,Local,Friday
2024-02-23,18,2,F,21,Local,Friday
2024-02-23,14,2,F,48,Local,Friday
2024-02-23,14,2,F,70,Local,Friday
2024-02-23,10,2,F,19,Local,Friday
2024-02-23,13,2,F,31,Foreigner,Friday
2024-02-23,18,2,F,24,Foreigner,Friday
2024-02-23,13,2,F,33,Local,Friday
2024-02-23,15,2,F,69,Local,Friday
2024-02-23,17,2,F,49,Local,Friday
2024-02-23,15,2,F,56,Local,Friday
2024-02-23,18,2,M,25,Local,Friday
2024-02-23,15,2,M,28,Local,Friday
2024-02-23,11,2,M,70,Local,Friday
2024-02-23,11,2,M,57,Foreigner,Friday
2024-02-23,17,2,M,67,Local,Friday
2024-02-23,18,2,F,38,Foreigner,Friday
2024-02-23,14,2,M,64,Local,Friday
2024-02-23,12,2,F,28,Local,Friday
2024-02-23,13,2,M,37,Local,Friday
2024-02-23,16,2,F,67,Local,Friday
2024-02-24,14,2,M,30,Local,Saturday
2024-02-24,13,2,F,48,Local,Saturday
2024-02-24,15,2,F,63,Foreigner,Saturday
2024-02-24,18,2,M,44,Local,Saturday
2024-02-24,10,2,M,62,Local,Saturday
2024-02-24,16,2,F,21,Local,Saturday
2024-02-24,17,2,M,70,Local,Saturday
2024-02-24,15,2,M,63,Local,Saturday
2024-02-24,10,2,M,65,Local,Saturday
2024-02-24,15,2,M,35,Local,Saturday
2024-02-24,16,2,F,19,Local,Saturday
2024-02-24,17,2,M,24,Local,Saturday
2024-02-24,14,2,F,31,Local,Saturday
2024-02-24,11,2,F,54,Local,Saturday
2024-02-24,11,2,F,44,Local,Saturday
2024-02-24,14,2,F,70,Foreigner,Saturday
2024-02-24,17,2,M,49,Foreigner,Saturday
2024-02-24,16,2,M,18,Local,Saturday
2024-02-24,17,2,F,69,Foreigner,Saturday
2024-02-24,10,2,F,49,Local,Saturday
2024-02-24,16,2,F,33,Foreigner,Saturday
2024-02-24,16,2,F,51,Local,Saturday
2024-02-24,16,2,M,65,Local,Saturday
2024-02-24,11,2,F,41,Local,Saturday
2024-02-24,17,2,M,38,Foreigner,Saturday
2024-02-24,13,2,M,27,Local,Saturday
2024-02-24,15,2,F,59,Foreigner,Saturday
2024-02-24,12,2,F,69,Foreigner,Saturday
2024-02-24,16,2,F,37,Local,Saturday
2024-02-24,12,2,M,39,Foreigner,Saturday
2024-02-24,17,2,M,38,Local,Saturday
2024-02-24,18,2,M,48,Local,Saturday
2024-02-24,10,2,M,19,Local,Saturday
2024-02-24,14,2,F,49,Local,Saturday
2024-02-24,11,2,F,70,Local,Saturday
2024-02-24,14,2,M,26,Foreigner,Saturday
2024-02-24,16,2,F,36,Foreigner,Saturday
2024-02-24,10,2,F,31,Local,Saturday
2024-02-24,10,2,F,64,Foreigner,Saturday
2024-02-24,14,2,M,67,Local,Saturday
2024-02-24,10,2,F,51,Local,Saturday
2024-02-24,13,2,F,19,Local,Saturday
2024-02-24,14,2,M,60,Local,Saturday
2024-02-24,14,2,F,55,Local,Saturday
2024-02-24,11,2,M,59,Local,Saturday
2024-02-24,13,2,M,57,Local,Saturday
2024-02-24,14,2,F,66,Local,Saturday
2024-02-24,14,2,M,58,Local,Saturday
2024-02-24,13,2,M,62,Local,Saturday
2024-02-24,18,2,F,57,Local,Saturday
2024-02-24,14,2,M,35,Local,Saturday
2024-02-24,14,2,F,56,Local,Saturday
2024-02-24,13,2,M,35,Local,Saturday
2024-02-24,13,2,M,24,Foreigner,Saturday
2024-02-24,18,2,M,64,Foreigner,Saturday
2024-02-24,17,2,M,34,Foreigner,Saturday
2024-02-24,10,2,M,55,Local,Saturday
2024-02-24,11,2,F,65,Local,Saturday
2024-02-24,12,2,F,20,Foreigner,Saturday
2024-02-24,14,2,M,61,Local,Saturday
2024-02-24,14,2,F,47,Local,Saturday
2024-02-24,12,2,M,35,Local,Saturday
2024-02-24,17,2,F,33,Foreigner,Saturday
2024-02-24,11,2,F,56,Local,Saturday
2024-02-24,13,2,M,39,Local,Saturday
2024-02-24,10,2,F,20,Local,Saturday
2024-02-24,13,2,M,21,Local,Saturday
2024-02-24,16,2,M,20,Foreigner,Saturday
2024-02-24,15,2,M,55,Foreigner,Saturday
2024-02-24,16,2,M,21,Local,Saturday
2024-02-24,16,2,M,35,Local,Saturday
2024-02-24,13,2,M,30,Local,Saturday
2024-02-24,16,2,F,32,Local,Saturday
2024-02-24,18,2,M,67,Local,Saturday
2024-02-24,14,2,F,67,Local,Saturday
2024-02-24,10,2,M,58,Local,Saturday
2024-02-24,11,2,F,43,Foreigner,Saturday
2024-02-24,12,2,F,28,Foreigner,Saturday
2024-02-24,11,2,F,23,Foreigner,Saturday
2024-02-24,14,2,M,20,Local,Saturday
2024-02-24,14,2,F,36,Local,Saturday
2024-02-24,12,2,F,50,Local,Saturday
2024-02-24,18,2,F,29,Foreigner,Saturday
2024-02-24,12,2,M,53,Local,Saturday
2024-02-24,18,2,M,20,Local,Saturday
2024-02-24,15,2,F,52,Local,Saturday
2024-02-24,10,2,M,50,Local,Saturday
2024-02-24,11,2,M,68,Foreigner,Saturday
2024-02-24,12,2,F,56,Local,Saturday
2024-02-24,10,2,F,52,Foreigner,Saturday
2024-02-24,16,2,F,62,Local,Saturday
2024-02-24,16,2,M,56,Local,Saturday
2024-02-24,11,2,F,22,Foreigner,Saturday
2024-02-24,17,2,M,27,Foreigner,Saturday
2024-02-24,18,2,F,69,Foreigner,Saturday
2024-02-24,12,2,F,57,Foreigner,Saturday
2024-02-24,17,2,M,27,Foreigner,Saturday
2024-02-24,18,2,M,63,Local,Saturday
2024-02-24,11,2,M,49,Foreigner,Saturday
2024-02-24,10,2,M,60,Local,Saturday
2024-02-24,16,2,M,49,Foreigner,Saturday
2024-02-24,15,2,F,21,Local,Saturday
2024-02-24,11,2,F,53,Local,Saturday
2024-02-24,13,2,F,35,Local,Saturday
2024-02-24,11,2,M,63,Local,Saturday
2024-02-24,10,2,F,64,Foreigner,Saturday
2024-02-24,11,2,M,47,Local,Saturday
2024-02-24,17,2,M,50,Local,Saturday
2024-02-24,12,2,M,22,Local,Saturday
2024-02-24,11,2,F,44,Local,Saturday
2024-02-24,14,2,M,62,Local,Saturday
2024-02-24,11,2,M,29,Local,Saturday
2024-02-24,13,2,M,38,Local,Saturday
2024-02-24,15,2,F,29,Local,Saturday
2024-02-24,16,2,F,35,Local,Saturday
2024-02-24,15,2,M,50,Local,Saturday
2024-02-24,15,2,M,60,Foreigner,Saturday
2024-02-24,12,2,F,53,Foreigner,Saturday
2024-02-24,12,2,F,70,Local,Saturday
2024-02-24,15,2,M,48,Local,Saturday
2024-02-24,12,2,F,43,Local,Saturday
2024-02-24,14,2,M,26,Foreigner,Saturday
2024-02-24,14,2,M,30,Local,Saturday
2024-02-24,10,2,M,51,Local,Saturday
2024-02-24,14,2,M,69,Local,Saturday
2024-02-24,15,2,F,67,Local,Saturday
2024-02-24,13,2,M,32,Local,Saturday
2024-02-24,13,2,F,45,Local,Saturday
2024-02-24,14,2,F,44,Local,Saturday
2024-02-24,16,2,M,62,Local,Saturday
2024-02-24,14,2,M,53,Local,Saturday
2024-02-24,10,2,F,58,Local,Saturday
2024-02-24,16,2,F,63,Local,Saturday
2024-02-24,10,2,M,34,Local,Saturday
2024-02-24,14,2,M,48,Local,Saturday
2024-02-24,11,2,F,25,Foreigner,Saturday
2024-02-24,12,2,F,20,Foreigner,Saturday
2024-02-24,17,2,M,20,Local,Saturday
2024-02-24,12,2,M,56,Foreigner,Saturday
2024-02-24,16,2,M,63,Local,Saturday
2024-02-24,11,2,M,21,Foreigner,Saturday
2024-02-24,16,2,M,48,Local,Saturday
2024-02-24,17,2,F,43,Local,Saturday
2024-02-24,14,2,F,41,Local,Saturday
2024-02-24,13,2,M,54,Local,Saturday
2024-02-24,13,2,F,45,Foreigner,Saturday
2024-02-24,16,2,M,57,Local,Saturday
2024-02-24,15,2,F,70,Local,Saturday
2024-02-24,11,2,F,47,Foreigner,Saturday
2024-02-24,16,2,M,21,Foreigner,Saturday
2024-02-24,17,2,M,44,Local,Saturday
2024-02-24,14,2,F,63,Local,Saturday
2024-02-24,17,2,M,44,Local,Saturday
2024-02-24,18,2,M,38,Local,Saturday
2024-02-24,13,2,M,50,Local,Saturday
2024-02-24,16,2,F,49,Local,Saturday
2024-02-24,13,2,M,20,Local,Saturday
2024-02-24,17,2,F,49,Local,Saturday
2024-02-24,18,2,F,69,Local,Saturday
2024-02-24,16,2,M,22,Foreigner,Saturday
2024-02-24,16,2,M,46,Local,Saturday
2024-02-24,18,2,M,68,Local,Saturday
2024-02-24,14,2,M,23,Local,Saturday
2024-02-24,13,2,F,24,Local,Saturday
2024-02-24,11,2,M,66,Local,Saturday
2024-02-24,17,2,M,41,Local,Saturday
2024-02-24,11,2,M,46,Local,Saturday
2024-02-24,10,2,M,35,Local,Saturday
2024-02-24,10,2,M,40,Foreigner,Saturday
2024-02-24,12,2,M,20,Local,Saturday
2024-02-24,10,2,F,64,Local,Saturday
2024-02-24,10,2,M,51,Foreigner,Saturday
2024-02-24,13,2,M,38,Local,Saturday
2024-02-24,12,2,M,50,Local,Saturday
2024-02-24,10,2,M,59,Local,Saturday
2024-02-24,11,2,F,35,Foreigner,Saturday
2024-02-24,15,2,M,21,Foreigner,Saturday
